"","F","Kin","Kout","Ktr","V1"
"1",0.673811276720675,0.000233997635230086,98.1167381114244,0.0031595498268287,1800.03884065548
"2",0.661404461947209,0.000104863901519022,168.290744099096,0.00272574136710607,7189.67654453484
"3",0.757279230543144,0.000153913574743958,188.617751324759,0.00373495168771818,7844.24110124315
"4",0.659463723737204,0.000201713029679938,72.1837686924969,0.00251732384564475,1063.57006243245
"5",0.478675138056141,0.000192930315442302,140.977460472887,0.00376328179896651,3929.06507956621
"6",0.593020875433685,0.000197687246981574,161.127385601244,0.00444803249013098,3125.06214088003
"7",0.649461595968842,0.000153329880840229,122.472652750637,0.00352731341806487,17904.8666603296
"8",0.30460732805413,0.000270403693418085,72.020710570124,0.0020453835935009,2539.18211884153
"9",0.562371347973775,0.000321464529798478,214.885047506121,0.00645055891009412,2539.60245154964
"10",0.640858137967457,0.00015541935526,48.0620752979309,0.002304173693395,6049.3114042659
"11",0.305175615537175,0.000213233515283224,60.5585549012062,0.00224729787962926,30799.3282380985
"12",0.9,0.000199443568137884,63.2941984967836,0.0104961517553746,13186.6091622061
"13",0.405993444301593,0.000196627119689707,163.252648139938,0.020312104842266,6074.18689141047
"14",0.9,0.000209244743022803,81.0264426988935,0.00261806517842306,1845.33759485371
"15",0.691211915139056,0.000114152790322868,56.2299275122713,0.00981613479570525,2067.21565054435
"16",0.493091229790055,0.000266634383281637,66.1473357796179,0.00310100183390243,3256.51636758046
"17",0.491748829318892,0.000165925408586028,211.506608696233,0.00452858225900711,1288.27289166749
"18",0.551620596675012,0.00018927949353295,60.8618620606263,0.0121409378916291,4549.00885306533
"19",0.736219800689821,0.000211898577858924,50.2196030567796,0.00567370818712623,5382.46353186644
"20",0.600500079014252,0.000146089209196886,97.818231720509,0.00241826788518044,3493.96803608768
"21",0.78169428446226,0.000185179636288618,162.217669129782,0.0041047463838349,5289.49904243988
"22",0.436450672681161,0.000190380851035606,108.106550154177,0.0106429956964743,2188.12821241207
"23",0.527818871904391,0.000163527004366373,138.363057735949,0.00386961414182528,8017.77136594974
"24",0.665321000696203,0.000240015391819171,123.277588313022,0.00530949248976857,3126.35667460955
"25",0.9,0.000195957833495333,34.7482200345522,0.00410750653630517,8243.72536721651
"26",0.9,0.000135529499901449,103.664450640143,0.00850624082446098,2389.91521971819
"27",0.9,0.000124878253723113,114.201927253833,0.00235998502266443,3157.59041552214
"28",0.9,0.000220100762230477,60.8944529824269,0.00740499141360275,4905.11907613951
"29",0.514852095198128,0.000122537535808358,52.2299262957918,0.00288884005164811,707.751016330851
"30",0.46644468338935,0.000175340470092784,224.476315405565,0.00599055383299452,2415.08400315185
"31",0.358335644346654,0.000127809097583881,70.0089328213129,0.0120606773802553,6379.34998022338
"32",0.671977209529514,0.000148450507262186,50.6110935525804,0.00292306439855577,3790.00575684537
